book_id,isbn,authors,original_publication_year,original_title,language_code,image_url
1707,440416795,Louise Fitzhugh,1964.0,Harriet the Spy,eng,https://images.gr-assets.com/books/1320540825m/232576.jpg
1708,1594633118,Sarah Waters,2014.0,The Paying Guests,en-US,https://images.gr-assets.com/books/1396671788m/20821087.jpg
1709,553588265,Dean Koontz,2005.0,Forever Odd,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1710,767919386,Bill Bryson,2010.0,At Home: A Short History of Private Life,eng,https://images.gr-assets.com/books/1372727082m/7507825.jpg
1711,60555955,Marian Keyes,2000.0,Sushi for Beginners,,https://images.gr-assets.com/books/1407709390m/82748.jpg
1712,312948557,Louise Penny,2005.0,Still Life,eng,https://images.gr-assets.com/books/1324373974m/338691.jpg
1713,99489988,Marian Keyes,1995.0,Watermelon,,https://images.gr-assets.com/books/1345767584m/9300.jpg
1714,143038109,Amy Tan,1991.0,The Kitchen God's Wife,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1715,1847241697,John Ajvide Lindqvist,2004.0,Låt den rätte komma in,eng,https://images.gr-assets.com/books/1327893384m/943402.jpg
1716,61974587,Pittacus Lore,2012.0,The Rise of Nine,eng,https://images.gr-assets.com/books/1331740153m/12971616.jpg
1717,1593080646,"Edgar Allan Poe, Benjamin F. Fisher",1849.0,,en-US,https://images.gr-assets.com/books/1328753072m/32552.jpg
1718,385731051,Ann Brashares,2003.0,The Second Summer of the Sisterhood,en-US,https://images.gr-assets.com/books/1467700995m/5454.jpg
1719,425181103,Dean Koontz,1983.0,Phantoms,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1720,1416990658,Morgan Matson,2010.0,,eng,https://images.gr-assets.com/books/1327989202m/7664334.jpg
1721,1586608290,Oswald Chambers,1926.0,My Utmost for His Highest,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1722,60012382,Terry Pratchett,2003.0,The Wee Free Men,eng,https://images.gr-assets.com/books/1443764106m/34494.jpg
1723,385344430,Diana Gabaldon,2014.0,Written in My Own Heart's Blood,eng,https://images.gr-assets.com/books/1365173799m/11710373.jpg
1724,039925482X,Andrea Cremer,2010.0,Nightshade,eng,https://images.gr-assets.com/books/1333400218m/7402393.jpg
1725,,"Lewis Carroll, John Tenniel",1865.0,,eng,https://images.gr-assets.com/books/1391204048m/6324090.jpg
1726,190444248X,Cornelia Funke,1997.0,Drachenreiter,eng,https://images.gr-assets.com/books/1328004947m/100464.jpg
1727,671742515,Douglas Adams,1988.0,The Long Dark Tea-Time of the Soul,en-US,https://images.gr-assets.com/books/1388257271m/357.jpg
1728,804179034,Naomi Novik,2015.0,Uprooted,eng,https://images.gr-assets.com/books/1480121122m/22544764.jpg
1729,,Neal Stephenson,2015.0,Seveneves,eng,https://images.gr-assets.com/books/1449142000m/22816087.jpg
1730,804137250,Ernest Cline,2015.0,Armada,en-GB,https://images.gr-assets.com/books/1377284428m/16278318.jpg
1731,345503813,Peter V. Brett,2010.0,The Desert Spear,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1732,7151667,Agatha Christie,1924.0,The Man in the Brown Suit,eng,https://images.gr-assets.com/books/1390018729m/209194.jpg
1733,385339593,John Grisham,2002.0,The Summons,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1734,078670621X,Alfred Lansing,1959.0,Endurance: Shackleton's incredible voyage,eng,https://images.gr-assets.com/books/1391329559m/139069.jpg
1735,60525118,Meg Cabot,2005.0,"Size 12 Is Not Fat (Heather Wells, #1)",en-US,https://images.gr-assets.com/books/1259077761m/23220.jpg
1736,1101904224,Blake Crouch,2016.0,Dark Matter,eng,https://images.gr-assets.com/books/1472119680m/27833670.jpg
1737,62310666,Victoria Aveyard,2016.0,Glass Sword,eng,https://images.gr-assets.com/books/1436460934m/23174274.jpg
1738,385737424,Rebecca Stead,2009.0,When You Reach Me,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1739,553381342,Tom Wolfe,1987.0,The Bonfire of the Vanities,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1740,1101875046,Judy Blume,2015.0,In the Unlikely Event,eng,https://images.gr-assets.com/books/1421711380m/23899174.jpg
1741,553119222,Agatha Christie,1937.0,Death on the Nile,eng,https://images.gr-assets.com/books/1486837149m/131359.jpg
1742,689862229,Phyllis Reynolds Naylor,1991.0,Shiloh,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1743,805094601,Leigh Bardugo,2013.0,Siege and Storm,eng,https://images.gr-assets.com/books/1362166252m/14061955.jpg
1744,184343217X,"Jo Nesbø, Don Bartlett",2000.0,"Rødstrupe (Harry Hole, #3) ",eng,https://images.gr-assets.com/books/1320540474m/465226.jpg
1745,1416971734,Scott Westerfeld,2009.0,Leviathan,en-US,https://images.gr-assets.com/books/1275694232m/6050678.jpg
1746,6498523,James Patterson,1995.0,Hide and Seek,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1747,805448659,"Stephen Kendrick, Alex Kendrick",2008.0,,en-US,https://images.gr-assets.com/books/1328815507m/4499669.jpg
1748,743470125,Jennifer Weiner,2005.0,Goodnight Nobody,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1749,330488902,Ben Sherwood,2004.0,The Death and Life of Charlie St. Cloud,eng,https://images.gr-assets.com/books/1329827169m/263050.jpg
1750,671035975,Dale Carnegie,1944.0,How to Stop Worrying and Start Living,en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1751,515114693,Nora Roberts,1994.0,Born in Fire ,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1752,60921145,Barbara Kingsolver,1990.0,Animal Dreams,eng,https://images.gr-assets.com/books/1481663395m/77262.jpg
1753,,Rebecca Donovan,2011.0,Reason to Breathe,eng,https://images.gr-assets.com/books/1329013365m/11561469.jpg
1754,1416997857,Cassandra Clare,2009.0,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,eng,https://images.gr-assets.com/books/1312016549m/6485421.jpg
1755,6479677,Sidney Sheldon,1985.0,If Tomorrow Comes,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1756,3822858641,"M.C. Escher, Bruce Brooks Pfeiffer",1956.0,M.C. Escher: grafiek en tekeningen,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1757,345416260,Donna Woolfolk Cross,1996.0,Pope Joan,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1758,679776818,Sebastian Faulks,1993.0,Birdsong,eng,https://images.gr-assets.com/books/1349952101m/6259.jpg
1759,081257639X,Terry Goodkind,2000.0,"Faith of the Fallen  (Sword of Truth, #6)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1760,1606412388,Brandon Mull,2010.0,"Fablehaven: Keys to the Demon Prison (Fablehaven, #5)",eng,https://images.gr-assets.com/books/1298081448m/7243142.jpg
1761,159420229X,Joshua Foer,2011.0,Moonwalking with Einstein: The Art and Science of Remembering Everything,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1762,345443284,Sue Miller,1998.0,While I Was Gone,eng,https://images.gr-assets.com/books/1495632082m/5176.jpg
1763,446613363,"James Patterson, Maxine Paetro",2005.0,"4th of July (Women's Murder Club, #4)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1764,1423108361,Eoin Colfer,2008.0,The Time Paradox,en-US,https://images.gr-assets.com/books/1395218526m/2179276.jpg
1765,059044297X,Norman Bridwell,1963.0,An Itchy Day,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1766,803734735,Kristin Cashore,2012.0,Bitterblue,eng,https://images.gr-assets.com/books/1331532273m/12680907.jpg
1767,803734956,Jandy Nelson,2010.0,The Sky Is Everywhere,eng,https://images.gr-assets.com/books/1496659743m/6604794.jpg
1768,61020664,Terry Pratchett,1988.0,Wyrd Sisters,eng,https://images.gr-assets.com/books/1275974472m/34504.jpg
1769,1301347949,Katy Evans,2013.0,Real,eng,https://images.gr-assets.com/books/1363442697m/17617277.jpg
1770,62200577,Joe Hill,2013.0,NOS4A2,eng,https://images.gr-assets.com/books/1369591617m/15729539.jpg
1771,140434747,"Anne Brontë, Stevie Davies",1848.0,The Tenant of Wildfell Hall,eng,https://images.gr-assets.com/books/1479652419m/337113.jpg
1772,965476022,"Walter Farley, Keith Ward",1941.0,The Black Stallion,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1773,,S.C. Stephens,2013.0,Reckless,en-US,https://images.gr-assets.com/books/1356986017m/13600318.jpg
1774,64410145,"Lemony Snicket, Brett Helquist",2004.0,The Grim Grotto,en-US,https://images.gr-assets.com/books/1415580928m/65111.jpg
1775,8424133498,Tomie dePaola,1975.0,Strega Nona,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1776,983212546,R.L. Mathewson,2011.0,Playing for Keeps,eng,https://images.gr-assets.com/books/1406585295m/11381643.jpg
1777,961454733,"David Bayles, Ted Orland",1993.0,Art & Fear: Observations on the Perils (and Rewards) of Artmaking,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1778,60085894,Hayden Herrera,1983.0,Frida. A Biography of Frida Kahlo,,https://images.gr-assets.com/books/1407108642m/91767.jpg
1779,452286034,Kelley Armstrong,2001.0,Bitten,eng,https://images.gr-assets.com/books/1306101770m/11918.jpg
1780,312624670,C.C. Hunter,2011.0,Born at Midnight,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1781,1844280136,Mo Willems,2003.0,Don't Let the Pigeon Drive the Bus,eng,https://images.gr-assets.com/books/1328495575m/191113.jpg
1782,545424941,Maggie Stiefvater,2013.0,The Dream Thieves,eng,https://images.gr-assets.com/books/1477103777m/17347389.jpg
1783,141439637,"Henry James, Patricia Crick",1881.0,The Portrait of a Lady,eng,https://images.gr-assets.com/books/1502148606m/264.jpg
1784,486290727,"Edgar Allan Poe, Gustave Doré",1844.0,The Raven,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1785,486298574,Charlotte Perkins Gilman,1892.0,The Yellow Wallpaper,eng,https://images.gr-assets.com/books/1327909237m/99300.jpg
1786,1455561789,Noah Hawley,2016.0,Before the Fall,eng,https://images.gr-assets.com/books/1462515889m/26245850.jpg
1787,,محمد صادق,2014.0,هيبتا,ara,https://images.gr-assets.com/books/1403045796m/20317106.jpg
1788,836204387,Bill Watterson,1995.0,The Calvin and Hobbes Tenth Anniversary Book,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1789,142401757,Sarah Dessen,2000.0,Dreamland ,eng,https://images.gr-assets.com/books/1385861832m/4325.jpg
1790,1616201320,B.A. Shapiro,2012.0,The Art Forger,en-US,https://images.gr-assets.com/books/1348518546m/14568987.jpg
1791,1596912855,Shannon Hale,2007.0,Austenland,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1792,1400044162,Chimamanda Ngozi Adichie,2006.0,Half of a Yellow Sun,eng,https://images.gr-assets.com/books/1327934717m/18749.jpg
1793,345498321,Chetan Bhagat,2005.0,One Night @ The Call Center,eng,https://images.gr-assets.com/books/1320500924m/105578.jpg
1794,385523238,Sara Gruen,2015.0,At the Water's Edge,eng,https://images.gr-assets.com/books/1412194706m/23209927.jpg
1795,451197968,"Richard Bachman, Stephen King",1982.0,The Running Man,eng,https://images.gr-assets.com/books/1333160557m/11607.jpg
1796,031242440X,Marilynne Robinson,2004.0,Gilead,en-US,https://images.gr-assets.com/books/1451555787m/68210.jpg
1797,006091307X,Thomas Pynchon,1966.0,The Crying of Lot 49,en-US,https://images.gr-assets.com/books/1375727632m/2794.jpg
1798,525953094,Ken Follett,2014.0,Edge of Eternity,eng,https://images.gr-assets.com/books/1377871984m/11389875.jpg
1799,1423121317,Rachel Hawkins,2011.0,Demonglass,en-US,https://images.gr-assets.com/books/1287692542m/8428064.jpg
1800,8498000831,"Philip K. Dick, David Alabort, Manuel Espín",1969.0,Ubik,spa,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1801,1857231511,Terry Brooks,1977.0,The Sword of Shannara,eng,https://images.gr-assets.com/books/1470063017m/15575.jpg
1802,99297701,Thomas Harris,1999.0,Hannibal,eng,https://images.gr-assets.com/books/1327356556m/32418.jpg
1803,006114097X,L.J. Smith,2007.0,The Awakening and the Struggle,en-US,https://images.gr-assets.com/books/1393837129m/395871.jpg
1804,60586133,Liane Moriarty,2003.0,Three Wishes,en-US,https://images.gr-assets.com/books/1183888822m/1466455.jpg
1805,1416974520,L.J. Smith,2009.0,"Night World, No. 3",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1806,743466527,Ann-Marie MacDonald,1996.0,Fall on Your Knees,eng,https://images.gr-assets.com/books/1481449709m/5174.jpg
1807,054522490X,Maggie Stiefvater,2011.0,The Scorpio Races,eng,https://images.gr-assets.com/books/1461209661m/10626594.jpg
1808,345539842,Pierce Brown,2016.0,Morning Star,eng,https://images.gr-assets.com/books/1461354277m/18966806.jpg
1809,441005764,Brian Jacques,1988.0,Mossflower,en-US,https://images.gr-assets.com/books/1281811805m/201341.jpg
1810,1250077001,Jenny  Lawson,2015.0,Furiously Happy,eng,https://images.gr-assets.com/books/1429101901m/23848559.jpg
1811,312986343,Janet Evanovich,2002.0,Visions of Sugar Plums,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1812,553564935,Raymond E. Feist,1982.0,"Magician: Master (The Riftwar Saga, #2)",en-US,https://images.gr-assets.com/books/1320457190m/13810.jpg
1813,1405910216,Tracey Garvis-Graves,2011.0,On the Island,eng,https://images.gr-assets.com/books/1339162550m/15505346.jpg
1814,1439164630,Lisa Genova,2011.0,Left Neglected,eng,https://images.gr-assets.com/books/1285414621m/8492768.jpg
1815,671662341,"Miep Gies, Alison Leslie Gold",1987.0,Anne Frank Remembered,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1816,765316994,John Scalzi,2012.0,Redshirts,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1817,030720961X,Clive Cussler,1992.0,Sahara,spa,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1818,61245097,Jeaniene Frost,2008.0,One Foot in the Grave,eng,https://images.gr-assets.com/books/1373857981m/2168860.jpg
1819,60890681,Liane Moriarty,2006.0,The Last Anniversary,eng,https://images.gr-assets.com/books/1482971434m/1282954.jpg
1820,61449067,Michael  Grant,2009.0,Hunger ,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1821,312349513,Janet Evanovich,2008.0,Fearless Fourteen,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1822,8129118807,Chetan Bhagat,2011.0,"Revolution 2020: Love, Corruption, Ambition",eng,https://images.gr-assets.com/books/1317964666m/12615008.jpg
1823,7174160,"Michael Bond, Peggy Fortnum",1958.0,A Bear Called Paddington,eng,https://images.gr-assets.com/books/1393784912m/160629.jpg
1824,60887338,Sara Shepard,2007.0,Flawless,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1825,440800463,Beverly Cleary,1981.0,"Ramona Quimby, Age 8",eng,https://images.gr-assets.com/books/1300270683m/91253.jpg
1826,446364800,Nelson DeMille,1992.0,The General's Daughter,,https://images.gr-assets.com/books/1334443536m/98427.jpg
1827,1405206128,"Lemony Snicket, Brett Helquist",2001.0,The Hostile Hospital,en-GB,https://images.gr-assets.com/books/1442446120m/65118.jpg
1828,1569319472,Rumiko Takahashi,1997.0,犬夜叉 1,eng,https://images.gr-assets.com/books/1288648681m/330744.jpg
1829,451219422,David Seltzer,1976.0,The Omen,en-US,https://images.gr-assets.com/books/1421963974m/226162.jpg
1830,312532768,Alyson Noel,2009.0,Blue Moon,eng,https://images.gr-assets.com/books/1362336365m/6134826.jpg
1831,446572993,David Baldacci,2012.0,The Innocent,en-US,https://images.gr-assets.com/books/1329854216m/12849385.jpg
1832,446402397,Tom Rob Smith,2008.0,Child 44,eng,https://images.gr-assets.com/books/1326549060m/2161733.jpg
1833,60987510,Nancy E. Turner,1998.0,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1834,425260933,Liane Moriarty,2011.0,The Hypnotist's Love Story,en-CA,https://images.gr-assets.com/books/1418234545m/23751850.jpg
1835,60527994,"Paulo Coelho, Amanda Hopkinson, Nick Caistor",2000.0,O Demônio e a Srta. Prym,eng,https://images.gr-assets.com/books/1359082264m/4008.jpg
1836,1933718005,"Audrey Penn, Ruth E. Harper, Nancy M. Leak",1993.0,The Kissing Hand,en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1837,,Hugh Howey,2013.0,Shift,en-US,https://images.gr-assets.com/books/1379003176m/17306293.jpg
1838,440339340,Lee Child,2010.0,Worth Dying For,eng,https://images.gr-assets.com/books/1356095648m/8357992.jpg
1839,307395987,John Elder Robison,2007.0,Look Me in the Eye: My Life with Asperger's,en-US,https://images.gr-assets.com/books/1320509615m/454856.jpg
1840,312979975,Sherrilyn Kenyon,2002.0,Fantasy Lover,eng,https://images.gr-assets.com/books/1348332807m/84136.jpg
1841,031601477X,"James Patterson, Gabrielle Charbonnet",2008.0,Sundays at Tiffany's,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1842,743418735,Jodi Picoult,2002.0,Perfect Match,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1843,081297235X,Curtis Sittenfeld,2005.0,Prep,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1844,1401307450,"Anthony Kiedis, Larry Sloman",2004.0,Scar Tissue,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1845,3442723434,"Margaret Atwood, Brigitte Walitzek",1996.0,Alias Grace,ger,https://images.gr-assets.com/books/1472960163m/58027.jpg
1846,425273865,Sylvia Day,2014.0,Captivated by You,eng,https://images.gr-assets.com/books/1410020040m/17876893.jpg
1847,99427869,Richard Bach,1977.0,Illusions: The Adventures of a Reluctant Messiah,eng,https://images.gr-assets.com/books/1353964306m/29946.jpg
1848,316056634,Gail Carriger,2009.0,Soulless,eng,https://images.gr-assets.com/books/1314020848m/6381205.jpg
1849,142422959,Gayle Forman,2013.0,Just One Day,eng,https://images.gr-assets.com/books/1368722144m/17623975.jpg
1850,1416953574,Lisa McMann,2008.0,Wake,eng,https://images.gr-assets.com/books/1361417311m/1661957.jpg
1851,1439107955,Siddhartha Mukherjee,2010.0,The Emperor of All Maladies: A Biography of Cancer,eng,https://images.gr-assets.com/books/1280771091m/7170627.jpg
1852,1416940901,Ellen Hopkins,2007.0,"Glass (Crank, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1853,307278492,"Gabriel García Márquez, Edith Grossman",2004.0,Memoria de mis putas tristes,eng,https://images.gr-assets.com/books/1327484658m/760.jpg
1854,031253955X,Jeffrey Archer,2011.0,Only Time Will Tell,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1855,1878424114,Deepak Chopra,2013.0,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,en-US,https://images.gr-assets.com/books/1344718433m/773038.jpg
1856,312315953,Augusten Burroughs,2004.0,Magical Thinking: True Stories,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1857,689878567,Tamora Pierce,1984.0,In the Hand of the Goddess,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1858,446614831,"James Patterson, Andrew Gross",2004.0,3rd Degree,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1859,385480016,Anne Lamott,1994.0,Bird by Bird: Some Instructions on Writing and Life,,https://images.gr-assets.com/books/1394996112m/12543.jpg
1860,805092528,"Kerstin Gier, Anthea Bell",2009.0,Rubinrot,en-US,https://images.gr-assets.com/books/1312036605m/8835379.jpg
1861,031259044X,Alyson Noel,2009.0,Shadowland,eng,https://images.gr-assets.com/books/1362336374m/6581511.jpg
1862,553296124,Timothy Zahn,1991.0,Heir to the Empire,eng,https://images.gr-assets.com/books/1398253847m/216443.jpg
1863,689878575,Tamora Pierce,1988.0,Lioness Rampant,en-US,https://images.gr-assets.com/books/1390366673m/13837.jpg
1864,042510687X,Robin Cook,1987.0,Outbreak,eng,https://images.gr-assets.com/books/1344166275m/259538.jpg
1865,8176210773,Louise L. Hay,1984.0,You Can Heal Your Life,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1866,1594631573,Emma Straub,2014.0,The Vacationers,,https://images.gr-assets.com/books/1386629708m/18641982.jpg
1867,,"Oliver Pötzsch, Lee Chadeayne",2008.0,"Die Henkerstochter (Band 1 aus der Reihe ""Die Henkerstochter-Saga)",eng,https://images.gr-assets.com/books/1327868295m/9496240.jpg
1868,1857988094,Richard Matheson,1954.0,I Am Legend ,eng,https://images.gr-assets.com/books/1390170456m/14064.jpg
1869,015204566X,"Patricia C. Wrede, Peter de Sève",1990.0,Dealing with Dragons,en-US,https://images.gr-assets.com/books/1385526967m/150739.jpg
1870,515130974,Lee Child,2000.0,The Visitor,en-US,https://images.gr-assets.com/books/1174926706m/455925.jpg
1871,425205819,John Sandford,1989.0,Rules Of Prey,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1872,553589172,Tami Hoag,1999.0,Ashes to Ashes,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1873,7149824,Michael Chabon,2007.0,The Yiddish Policemen's Union,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1874,345528670,Melanie Benjamin,2013.0,The Aviator's Wife,en-US,https://images.gr-assets.com/books/1345153864m/13642950.jpg
1875,439598389,David Shannon,1998.0,A Bad Case of Stripes,eng,https://images.gr-assets.com/books/1328867924m/474858.jpg
1876,593065700,Lee Child,2011.0,The Affair,eng,https://images.gr-assets.com/books/1327982045m/10428708.jpg
1877,205313426,"William Strunk Jr., E.B. White",1918.0,The Elements of Style,en-US,https://images.gr-assets.com/books/1393947922m/33514.jpg
1878,140620613,Henry James,1898.0,The Turn of the Screw,eng,https://images.gr-assets.com/books/1443203592m/12948.jpg
1879,743294297,Jennifer Weiner,2009.0,Best Friends Forever,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1880,786939532,R.A. Salvatore,1990.0,Homeland,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1881,156865054X,"Larry Niven, Jerry Pournelle",1974.0,The Mote in God's Eye,eng,https://images.gr-assets.com/books/1399490037m/100365.jpg
1882,307595862,"Jo Nesbø, Don Bartlett",2007.0,Snømannen (Harry Hole #7) ,eng,https://images.gr-assets.com/books/1355881478m/9572203.jpg
1883,1590171993,"John  Williams, John McGahern",1965.0,Stoner,eng,https://images.gr-assets.com/books/1320600716m/166997.jpg
1884,1401308201,"David Cote, Stephen Schwartz, Joan Marcus, Winnie Holzman",2005.0,"Wicked: The Grimmerie, a Behind-the-Scenes Look at the Hit Broadway Musical",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1885,074348486X,William Shakespeare,1599.0,As You Like It,eng,https://images.gr-assets.com/books/1327935363m/42607.jpg
1886,1563892618,"Garth Ennis, Steve Dillon, Joe R. Lansdale",1996.0,Preacher Vol. 1: Gone to Texas,eng,https://images.gr-assets.com/books/1309914494m/95431.jpg
1887,451528921,"Edmond Rostand, Eteel Lawson, Lowell Bair",1897.0,Cyrano de Bergerac,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1888,374525641,Anne Fadiman,1997.0,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",en-US,https://images.gr-assets.com/books/1432610033m/12609.jpg
1889,1841496863,Patricia Briggs,2009.0,Bone Crossed,en-GB,https://images.gr-assets.com/books/1305738183m/3128411.jpg
1890,159514319X,Richelle Mead,2013.0,The Indigo Spell,eng,https://images.gr-assets.com/books/1438483930m/8709526.jpg
1891,385341652,Karen Marie Moning,2009.0,Dreamfever,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1892,316010707,Kate Atkinson,2004.0,Case Histories,eng,https://images.gr-assets.com/books/1451442186m/16243.jpg
1893,345544110,J. Kenner,2013.0,"Release Me (Stark Trilogy, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1894,812984277,Sophie Kinsella,2013.0,Wedding Night,eng,https://images.gr-assets.com/books/1396634329m/17910611.jpg
1895,1563892251,"Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker",1990.0,The Doll's House,eng,https://images.gr-assets.com/books/1298566119m/25099.jpg
1896,689849109,Eleanor H. Porter,1912.0,Pollyanna,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1897,1558745157,Dave Pelzer,1997.0,,eng,https://images.gr-assets.com/books/1282635105m/2743.jpg
1898,1490904387,Hugh Howey,2013.0,Dust,eng,https://images.gr-assets.com/books/1369522849m/17855756.jpg
1899,1439102759,Jodi Picoult,2012.0,Lone Wolf,eng,https://images.gr-assets.com/books/1347278865m/13547188.jpg
1900,450610098,Stephen King,1993.0,Nightmares & Dreamscapes ,eng,https://images.gr-assets.com/books/1370950676m/10588.jpg
1901,385341679,Karen Marie Moning,2011.0,Shadowfever,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
